date,gain,qu,qx,qd
1990-02-26,1950.53,3491.44,,9730.00
1990-02-27,1845.90,3736.54,,9660.00
1990-02-28,1826.41,3146.99,,9440.00
1990-03-01,2291.60,3727.63,,5950.00
1990-03-02,1851.31,3137.22,,4200.00
1990-03-03,1829.24,3193.51,,4160.00
1990-03-04,1877.73,3060.42,,4220.00
1990-03-05,1849.49,3322.33,,4190.00
1990-03-06,1828.50,2940.17,,4190.00
1990-03-07,1823.22,3112.26,,4170.00
1990-03-08,1909.06,3799.53,,4280.00
1990-03-09,1341.76,2431.96,,5220.00
1990-03-10,1785.05,3625.04,,9670.00
1990-03-11,1843.58,3598.40,,9720.00
1990-03-12,1846.40,3740.41,,9740.00
1990-03-13,1830.20,3658.74,,9740.00
1990-03-14,1785.08,3559.16,,9710.00
1990-03-15,1760.74,3281.03,,9690.00
1990-03-16,1736.41,3394.47,,9690.00
1990-03-17,1771.55,3087.60,,9730.00
1990-03-18,1783.35,3491.94,,9730.00
1990-03-19,1795.51,3632.86,,9760.00
1990-03-20,1909.80,3799.08,,9900.00
1990-03-21,2093.30,3660.78,,10100.00
1990-03-22,2256.09,4788.27,,10200.00
1990-03-23,2150.57,4083.45,,10200.00
1990-03-24,2033.05,3921.43,,10100.00
1990-03-25,2082.60,4033.36,,10100.00
1990-03-26,2175.15,3892.87,,10200.00
1990-03-27,2177.06,4206.64,,10300.00
1990-03-28,2206.89,4228.82,,10300.00
1990-03-29,2325.88,4545.79,,10500.00
1990-03-30,2546.09,5223.74,,10700.00
1990-03-31,3007.73,5652.94,,10500.00
1990-04-01,3791.35,7535.10,,12000.00
1990-04-02,5284.51,9923.61,,13600.00
1990-04-03,7752.45,14537.08,,16100.00
1990-04-04,10087.05,17805.26,,18500.00
1990-04-05,9971.85,17045.11,,18000.00
1990-04-06,9135.33,15503.00,,17500.00
1990-04-07,8688.06,15103.00,,17100.00
1990-04-08,8985.23,15666.17,,17400.00
1990-04-09,8880.72,15663.98,,17300.00
1990-04-10,8105.02,14089.58,,16500.00
1990-04-11,7509.64,12973.31,,15900.00
1990-04-12,7318.99,12869.06,,15100.00
1990-04-13,6907.99,12590.83,,13700.00
1990-04-14,7750.52,13723.33,,10900.00
1990-04-15,8010.39,14443.46,,11000.00
1990-04-16,8584.95,16494.15,,14600.00
1990-04-17,9852.39,18119.25,,17000.00
1990-04-18,10758.49,19725.26,,18000.00
1990-04-19,12338.47,22117.81,,19600.00
1990-04-20,14879.98,25846.64,,22200.00
1990-04-21,19065.58,32212.73,,21900.00
1990-04-22,21312.08,36457.46,,24000.00
1990-04-23,23184.03,41935.41,,29000.00
1990-04-24,24290.16,41419.33,,31700.00
1990-04-25,22865.06,38183.66,,30300.00
1990-04-26,20226.75,32736.92,,27000.00
1990-04-27,17566.95,27621.14,,24700.00
1990-04-28,15890.19,25465.07,,18500.00
1990-04-29,13586.59,21346.03,,16200.00
1990-04-30,11528.90,18663.75,,17000.00
1990-05-01,10809.37,17260.39,,18000.00
1990-05-02,10921.16,16873.42,,14100.00
1990-05-03,10061.74,16306.73,,11500.00
1990-05-04,10639.42,17195.52,,13200.00
1990-05-05,13010.45,21740.25,,15600.00
1990-05-06,19046.73,31997.61,,21700.00
1990-05-07,25169.43,39284.52,,29300.00
1990-05-08,22654.48,34740.79,,26600.00
1990-05-09,18140.88,28181.38,,23900.00
1990-05-10,16211.86,24913.72,,19200.00
1990-05-11,14278.67,22447.85,,16900.00
1990-05-12,13919.50,22253.05,,16500.00
1990-05-13,14938.87,23560.77,,17600.00
1990-05-14,14954.86,23392.38,,17600.00
1990-05-15,14462.63,22514.25,,17100.00
1990-05-16,13977.50,21578.21,,17500.00
1990-05-17,13323.51,20827.56,,18400.00
1990-05-18,13790.46,22214.59,,19300.00
1990-05-19,15045.53,22537.53,,16000.00
1990-05-20,14527.24,22341.35,,15100.00
1990-05-21,14759.40,22761.67,,15300.00
1990-05-22,14772.57,22886.71,,15300.00
1990-05-23,15592.68,25112.68,,16500.00
1990-05-24,20216.81,33434.42,,20800.00
1990-05-25,27247.15,42526.89,,27900.00
1990-05-26,26809.30,39897.97,,27500.00
1990-05-27,22931.29,34040.79,,23600.00
1990-05-28,21677.30,33710.30,,22300.00
1990-05-29,25975.61,42086.67,,26700.00
1990-05-30,33360.80,55923.55,,34200.00
1990-05-31,37393.10,60772.23,,38300.00
1990-06-01,34985.73,53422.65,,35800.00
1990-06-02,31430.23,47403.66,,32200.00
1990-06-03,26335.41,39839.62,,27000.00
1990-06-04,23329.33,35354.99,,26100.00
1990-06-05,23194.80,35959.16,,31100.00
1990-06-06,21323.26,33093.18,,29200.00
1990-06-07,20935.37,34441.96,,28700.00
1990-06-08,23107.55,36977.40,,31000.00
1990-06-09,22149.84,35664.82,,30000.00
1990-06-10,23977.71,41417.49,,31800.00
1990-06-11,29909.86,52160.57,,36000.00
1990-06-12,28475.51,44142.70,,39400.00
1990-06-13,24893.36,38484.96,,39700.00
1990-06-14,21432.27,32569.73,,37200.00
1990-06-15,20066.75,30636.42,,32400.00
1990-06-16,18870.95,28529.77,,23900.00
1990-06-17,19757.66,30769.34,,24800.00
1990-06-18,21869.55,34277.17,,27300.00
1990-06-19,24093.82,39032.81,,29800.00
1990-06-20,26296.64,42866.79,,31700.00
1990-06-21,28166.29,44519.79,,34200.00
1990-06-22,27026.47,43244.80,,34800.00
1990-06-23,27432.77,44903.47,,31900.00
1990-06-24,30190.32,49262.41,,37900.00
1990-06-25,30295.61,48728.17,,38000.00
1990-06-26,30190.92,47351.43,,35200.00
1990-06-27,27764.18,44619.10,,31600.00
1990-06-28,26454.64,40709.96,,34000.00
1990-06-29,23651.55,36750.01,,28400.00
1990-06-30,21841.92,34804.79,,26300.00
1990-07-01,22509.10,34946.68,,27000.00
1990-07-02,21720.64,34484.32,,26400.00
1990-07-03,22045.14,33668.46,,27200.00
1990-07-04,19832.28,29353.99,,25000.00
1990-07-05,16957.00,26371.13,,22000.00
1990-07-06,,24798.22,,20900.00
1990-07-07,,22837.90,,16800.00
1990-07-08,,20987.97,,14700.00
1990-07-09,,19106.00,,15900.00
1990-07-10,13079.55,18640.31,,13400.00
1990-07-11,12809.55,18321.83,,13200.00
1990-07-12,12600.13,18156.95,,12900.00
1990-07-13,11763.89,17114.87,,15800.00
1990-07-14,12666.08,17403.06,,13100.00
1990-07-15,11324.46,15193.20,,11600.00
1990-07-16,10620.93,14859.85,,12700.00
1990-07-17,9765.21,13579.97,,13100.00
1990-07-18,9399.67,12939.98,,12700.00
1990-07-19,8499.75,11599.96,,11000.00
1990-07-20,8150.38,10860.14,,12900.00
1990-07-21,8381.03,11259.84,,8980.00
1990-07-22,7287.81,9679.84,,7400.00
1990-07-23,6131.14,8480.17,,11000.00
1990-07-24,6567.07,9840.15,,12000.00
1990-07-25,6891.88,9600.17,,12000.00
1990-07-26,7983.86,10865.18,,12900.00
1990-07-27,9268.11,11914.87,,10600.00
1990-07-28,8376.72,10709.85,,8550.00
1990-07-29,7643.19,9719.87,,7800.00
1990-07-30,7149.01,9319.86,,7280.00
1990-07-31,6756.33,8709.88,,6910.00
1990-08-01,6335.60,8679.94,,7840.00
1990-08-02,6227.33,7780.02,,8140.00
1990-08-03,5898.45,7690.01,,7810.00
1990-08-04,5849.86,7179.92,,5980.00
1990-08-05,5313.58,6869.90,,5430.00
1990-08-06,4355.40,5860.15,,8020.00
1990-08-07,5406.86,7080.30,,11400.00
1990-08-08,4303.49,5840.12,,7520.00
1990-08-09,5131.08,6589.93,,5510.00
1990-08-10,3910.28,5240.02,,5600.00
1990-08-11,4918.72,5889.94,,5050.00
1990-08-12,4306.12,5619.92,,4420.00
1990-08-13,4058.25,5240.12,,7040.00
1990-08-14,4065.83,5310.00,,5310.00
1990-08-15,3565.18,4419.98,,4060.00
1990-08-16,4188.14,5359.93,,4400.00
1990-08-17,3305.52,4160.06,,5000.00
1990-08-18,3679.21,4780.04,,5380.00
1990-08-19,3829.78,5239.97,,4760.00
1990-08-20,3481.93,5009.98,,4770.00
1990-08-21,4035.36,5490.05,,6210.00
1990-08-22,3987.14,5079.93,,4120.00
1990-08-23,3766.34,4980.02,,5220.00
1990-08-24,3522.08,4579.94,,3740.00
1990-08-25,3400.10,4749.96,,4150.00
1990-08-26,3227.06,4669.98,,4310.00
1990-08-27,3483.51,4459.96,,3860.00
1990-08-28,3150.86,4189.97,,3710.00
1990-08-29,3026.45,3949.98,,3710.00
1990-08-30,2970.61,4179.97,,3700.00
1990-08-31,2994.98,3770.00,,3770.00
1990-09-01,2946.14,3730.00,,3730.00
1990-09-02,2834.55,3370.02,,3730.00
1990-09-03,2784.21,3650.01,,3770.00
1990-09-04,1985.18,3050.38,,8570.00
1990-09-05,2527.75,3515.54,,9500.00
1990-09-06,2500.77,3493.10,,9470.00
1990-09-07,2452.07,3448.23,,9410.00
1990-09-08,2409.30,3464.78,,9420.00
1990-09-09,2372.65,3183.45,,9360.00
1990-09-10,2320.92,3250.00,,9300.00
1990-09-11,2266.41,3268.65,,9300.00
1990-09-12,2245.40,2911.28,,9290.00
1990-09-13,2200.76,2992.95,,9230.00
1990-09-14,2164.99,2839.51,,9190.00
1990-09-15,2116.50,2818.75,,9140.00
1990-09-16,2093.63,2919.75,,9120.00
1990-09-17,2069.03,2914.96,,9090.00
1990-09-18,2033.53,2766.57,,9050.00
1990-09-19,1986.31,2758.75,,9020.00
1990-09-20,1963.38,2645.40,,9010.00
1990-09-21,1903.76,2613.04,,8960.00
1990-09-22,1859.64,2715.64,,8930.00
1990-09-23,1818.32,2582.28,,8900.00
1990-09-24,1778.09,2490.53,,8900.00
1990-09-25,1767.26,2722.75,,8440.00
1990-09-26,1965.53,2689.69,,7930.00
1990-09-27,1547.59,1869.49,,6650.00
1990-09-28,1617.26,2393.97,,8750.00
1990-09-29,1644.95,2274.36,,8280.00
1990-09-30,1603.15,2221.88,,8770.00
1990-10-01,1574.66,2649.66,,8740.00
1990-10-02,1617.48,2623.95,,8800.00
1990-10-03,1666.00,2893.35,,8840.00
1990-10-04,1762.03,3676.58,,8930.00
1990-10-05,2965.13,4392.00,,10200.00
1990-10-06,3632.42,4891.34,,10900.00
1990-10-07,3074.05,3968.17,,10300.00
1990-10-08,2673.03,3838.66,,9930.00
1990-10-09,2450.17,3293.55,,9700.00
1990-10-10,2432.17,4428.77,,9720.00
1990-10-11,2564.92,3526.32,,9900.00
1990-10-12,2553.33,3835.63,,9870.00
1990-10-13,2557.06,3735.15,,8980.00
1990-10-14,2459.10,3734.36,,9740.00
1990-10-15,2604.96,3642.01,,4730.00
1990-10-16,3134.07,5007.64,,7290.00
1990-10-17,1857.03,3367.66,,7280.00
1990-10-18,2342.75,3663.18,,9630.00
1990-10-19,2388.08,3850.23,,9690.00
1990-10-20,2353.62,3981.74,,9700.00
1990-10-21,2337.29,4720.09,,9670.00
1990-10-22,2460.22,4206.35,,9790.00
1990-10-23,2431.72,4191.98,,9760.00
1990-10-24,2550.09,3569.00,,8590.00
1990-10-25,2197.51,3785.94,,9540.00
1990-10-26,2366.95,4426.58,,9740.00
1990-10-27,3073.95,4986.93,,10500.00
1990-10-28,3179.08,5213.81,,10500.00
1990-10-29,3118.51,5225.41,,10500.00
1990-10-30,3094.07,5344.89,,10500.00
1990-10-31,3577.07,6591.06,,11000.00
1990-11-01,5093.22,7883.52,,12600.00
1990-11-02,5005.36,7063.74,,12600.00
1990-11-03,4533.14,6994.13,,12000.00
1990-11-04,4208.52,7230.06,,11700.00
1990-11-05,3991.66,6203.73,,11500.00
1990-11-06,3844.85,5782.36,,9610.00
1990-11-07,3270.90,4681.73,,9130.00
1990-11-08,3283.99,4930.31,,10700.00
1990-11-09,3486.71,8014.83,,11000.00
1990-11-10,8148.96,15631.30,,8940.00
1990-11-11,13196.60,18873.92,,13500.00
1990-11-12,12581.73,17351.62,,12800.00
1990-11-13,10450.20,14687.56,,12200.00
1990-11-14,9220.17,13282.43,,9540.00
1990-11-15,,11808.78,,8690.00
1990-11-16,,10320.76,,7930.00
1990-11-17,,9551.85,,7150.00
1990-11-18,,8832.36,,6430.00
1990-11-19,,8031.96,,5920.00
1990-11-20,5254.45,7781.95,,6760.00
1990-11-21,4996.28,7526.18,,5750.00
1990-11-22,4839.34,7889.89,,5060.00
1990-11-23,5104.88,7839.83,,5320.00
1990-11-24,5713.65,11833.72,,6060.00
1990-11-25,11404.08,21121.33,,11100.00
1990-11-26,11506.29,18193.80,,11200.00
1990-11-27,,14679.12,,9160.00
1990-11-28,,11419.32,,7690.00
1990-11-29,,10086.92,,6890.00
1990-11-30,6148.84,9552.56,,6460.00
1990-12-01,5679.69,9219.44,,5900.00
1990-12-02,5279.87,7661.70,,5520.00
1990-12-03,5028.56,7395.97,,5040.00
1990-12-04,3732.76,7483.66,,5770.00
1990-12-05,3712.94,6075.43,,5540.00
1990-12-06,,6029.55,,5600.00
1990-12-07,,5393.06,,5930.00
1990-12-08,,5788.61,,3960.00
1990-12-09,,5729.12,,3900.00
1990-12-10,,7483.41,,4470.00
1990-12-11,5153.80,8821.35,,5270.00
1990-12-12,4945.81,7317.24,,5050.00
1990-12-13,4413.14,6385.15,,5520.00
1990-12-14,4263.42,6121.44,,5040.00
1990-12-15,4020.36,5862.41,,4240.00
1990-12-16,3764.99,5985.62,,4580.00
1990-12-17,3301.76,6280.30,,4550.00
1990-12-18,3577.27,5244.08,,8380.00
1990-12-19,2935.43,5031.30,,6870.00
1990-12-20,1607.33,2217.18,,6430.00
1990-12-21,2039.54,3024.31,,8190.00
1990-12-22,2433.92,3380.88,,5210.00
1990-12-23,2186.14,3797.77,,5520.00
1990-12-24,2462.46,4184.67,,4830.00
1990-12-25,2728.51,3929.75,,5110.00
1990-12-26,2736.88,4584.57,,5120.00
1990-12-27,2757.07,4818.85,,5140.00
1990-12-28,2015.29,3461.42,,5710.00
1990-12-29,2083.41,2933.09,,10000.00
1990-12-30,2033.41,3287.02,,10000.00
1990-12-31,2138.19,4250.15,,10100.00
1991-01-01,2440.27,4674.68,,10400.00
1991-01-02,2356.66,3529.21,,10400.00
1991-01-03,2221.03,3870.18,,10200.00
1991-01-04,2206.63,3585.83,,10200.00
1991-01-05,2160.89,3603.81,,10100.00
1991-01-06,2105.81,3309.88,,10100.00
1991-01-07,2182.17,3645.33,,10200.00
1991-01-08,2211.37,4586.78,,10300.00
1991-01-09,2217.45,3989.34,,10300.00
1991-01-10,2337.79,3486.86,,10400.00
1991-01-11,2423.71,4220.60,,10500.00
1991-01-12,2480.14,4553.53,,10600.00
1991-01-13,2762.89,4964.95,,10900.00
1991-01-14,2862.84,4678.75,,11000.00
1991-01-15,2849.92,5001.42,,11000.00
1991-01-16,2688.03,4204.99,,10800.00
1991-01-17,2594.03,4338.42,,10700.00
1991-01-18,2577.56,4149.86,,10700.00
1991-01-19,2523.95,4369.68,,10700.00
1991-01-20,2335.53,3795.59,,10500.00
1991-01-21,2110.78,3314.26,,10300.00
1991-01-22,2054.72,4131.19,,10400.00
1991-01-23,2001.32,2969.08,,10400.00
1991-01-24,1944.89,3682.98,,10400.00
1991-01-25,1778.35,3402.32,,10200.00
1991-01-26,1659.76,2844.53,,10100.00
1991-01-27,1735.22,2965.53,,10100.00
1991-01-28,1769.76,3375.93,,10100.00
1991-01-29,1545.61,2697.31,,9980.00
1991-01-30,1446.95,2639.58,,9890.00
1991-01-31,1670.25,3162.16,,10100.00
1991-02-01,1918.27,3388.05,,10400.00
1991-02-02,1882.10,3704.66,,10400.00
1991-02-03,1904.35,3254.95,,10400.00
1991-02-04,1971.73,3759.79,,10500.00
1991-02-05,2094.01,3599.14,,10600.00
1991-02-06,2287.34,4118.78,,10800.00
1991-02-07,2287.63,4143.48,,10800.00
1991-02-08,2247.82,3887.87,,10800.00
1991-02-09,2230.39,4010.89,,10800.00
1991-02-10,2209.04,3862.66,,10800.00
1991-02-11,2187.86,3698.63,,10700.00
1991-02-12,2199.72,4376.91,,10800.00
1991-02-13,2243.62,4126.67,,10700.00
1991-02-14,2228.63,3669.70,,10300.00
1991-02-15,2195.29,3836.95,,10800.00
1991-02-16,2251.76,4495.90,,10800.00
1991-02-17,2402.01,4556.75,,11000.00
1991-02-18,,4337.98,,9240.00
1991-02-19,,5501.23,,11100.00
1991-02-20,2984.75,6214.99,,11600.00
1991-02-21,3255.58,6263.92,,11900.00
1991-02-22,,6113.50,,11800.00
1991-02-23,1291.53,5656.71,,9140.00
1991-02-24,2843.99,5303.36,,8950.00
1991-02-25,2106.19,4961.22,,9290.00
1991-02-26,2650.42,4685.50,,11400.00
1991-02-27,,5081.28,,11400.00
1991-02-28,2592.66,4763.48,,11300.00
1991-03-01,2327.76,4168.03,,11000.00
1991-03-02,2027.66,4344.65,,10800.00
1991-03-03,2128.08,5028.32,,11100.00
1991-03-04,1905.23,5584.37,,9230.00
1991-03-05,2671.46,4491.40,,7710.00
1991-03-06,2535.37,4906.72,,7300.00
1991-03-07,2500.17,4313.45,,6860.00
1991-03-08,2374.85,3834.70,,7440.00
1991-03-09,2217.97,4257.64,,9080.00
1991-03-10,2243.91,4052.28,,9100.00
1991-03-11,2200.65,3729.78,,9080.00
1991-03-12,1984.99,4377.07,,10600.00
1991-03-13,2128.71,3896.62,,10900.00
1991-03-14,2089.28,3743.18,,10800.00
1991-03-15,2040.82,3770.40,,10800.00
1991-03-16,2014.82,3794.60,,10800.00
1991-03-17,1960.77,3558.48,,10700.00
1991-03-18,1936.88,3481.67,,10600.00
1991-03-19,1917.71,3506.37,,10600.00
1991-03-20,1975.00,3787.87,,10700.00
1991-03-21,2008.09,3735.94,,10700.00
1991-03-22,2111.87,3551.59,,10800.00
1991-03-23,2167.94,4299.45,,10900.00
1991-03-24,2187.13,3784.19,,10900.00
1991-03-25,2220.45,3834.78,,11000.00
1991-03-26,2186.61,3915.27,,10900.00
1991-03-27,2110.06,3614.61,,10800.00
1991-03-28,2148.86,4048.88,,10900.00
1991-03-29,2147.63,3450.76,,10800.00
1991-03-30,2093.96,3715.45,,10800.00
1991-03-31,2127.53,3756.79,,10800.00
1991-04-01,2305.15,3859.48,,9670.00
1991-04-02,2699.50,4886.16,,11400.00
1991-04-03,3097.26,5653.88,,11900.00
1991-04-04,3510.79,6951.60,,11900.00
1991-04-05,5926.60,13053.57,,14800.00
1991-04-06,11226.85,19401.90,,20200.00
1991-04-07,10587.69,17124.37,,19500.00
1991-04-08,8780.44,14099.74,,17700.00
1991-04-09,7586.67,12898.19,,15900.00
1991-04-10,6804.18,10929.57,,15700.00
1991-04-11,6370.27,10180.70,,13000.00
1991-04-12,5945.62,9695.47,,12300.00
1991-04-13,5719.60,9294.31,,12100.00
1991-04-14,6525.61,10277.60,,7120.00
1991-04-15,4983.94,8699.00,,11300.00
1991-04-16,5662.38,8933.49,,14500.00
1991-04-17,5637.50,9365.39,,14400.00
1991-04-18,5651.61,9132.11,,14200.00
1991-04-19,6029.63,9903.68,,14600.00
1991-04-20,6386.86,10513.41,,12400.00
1991-04-21,8002.85,12766.84,,8430.00
1991-04-22,8632.48,14700.00,,14700.00
1991-04-23,11883.10,19626.69,,16700.00
1991-04-24,15232.00,25113.09,,19900.00
1991-04-25,17543.09,27661.14,,22200.00
1991-04-26,16031.53,24596.20,,20700.00
1991-04-27,14255.42,21830.61,,14800.00
1991-04-28,12356.86,18873.37,,12900.00
1991-04-29,11027.77,16838.91,,15700.00
1991-04-30,10795.53,16256.08,,15400.00
1991-05-01,10283.01,15475.76,,14900.00
1991-05-02,9802.10,14832.07,,14400.00
1991-05-03,9279.56,13900.00,,13900.00
1991-05-04,9169.58,13888.11,,9640.00
1991-05-05,8382.29,12822.92,,8840.00
1991-05-06,8049.91,12454.80,,12600.00
1991-05-07,9609.32,15954.91,,15300.00
1991-05-08,12238.92,20437.34,,18400.00
1991-05-09,15755.03,26951.27,,22200.00
1991-05-10,15909.36,25880.94,,22500.00
1991-05-11,15163.15,24675.26,,21800.00
1991-05-12,18786.87,32548.52,,19600.00
1991-05-13,27536.45,48384.43,,34600.00
1991-05-14,33275.77,51174.08,,38400.00
1991-05-15,29733.32,45684.91,,36500.00
1991-05-16,28586.31,44685.57,,35300.00
1991-05-17,28803.15,46119.45,,35600.00
1991-05-18,36858.85,65119.14,,38000.00
1991-05-19,50842.99,84888.48,,51800.00
1991-05-20,54766.86,82938.63,,55700.00
1991-05-21,46326.16,68822.03,,47100.00
1991-05-22,41207.98,62156.27,,42100.00
1991-05-23,39319.07,61198.81,,41500.00
1991-05-24,37499.74,58360.09,,40200.00
1991-05-25,36160.29,58678.34,,37100.00
1991-05-26,32583.43,51683.54,,34800.00
1991-05-27,28159.16,43744.35,,31300.00
1991-05-28,24775.55,38195.45,,30700.00
1991-05-29,24046.57,37473.96,,30400.00
1991-05-30,24643.54,38923.47,,30700.00
1991-05-31,25623.99,40174.06,,32000.00
1991-06-01,26748.98,42752.93,,28000.00
1991-06-02,30075.89,50404.88,,31000.00
1991-06-03,34905.79,58216.17,,39200.00
1991-06-04,36683.56,60116.67,,41100.00
1991-06-05,32595.22,52776.06,,37100.00
1991-06-06,29941.98,49251.39,,36500.00
1991-06-07,29763.39,53290.75,,36200.00
1991-06-08,32007.12,52042.70,,37500.00
1991-06-09,31557.77,51058.14,,33800.00
1991-06-10,30523.75,50148.00,,36900.00
1991-06-11,34640.20,58465.54,,38800.00
1991-06-12,40322.12,63425.37,,41300.00
1991-06-13,32934.32,50788.48,,37300.00
1991-06-14,26338.09,41155.71,,32600.00
1991-06-15,22871.54,35017.54,,23700.00
1991-06-16,19376.95,30212.58,,20100.00
1991-06-17,17554.88,28459.16,,23600.00
1991-06-18,17555.88,27206.11,,18300.00
1991-06-19,15615.46,26035.20,,17300.00
1991-06-20,18118.59,31005.51,,23200.00
1991-06-21,25094.89,45694.10,,25900.00
1991-06-22,27750.73,46933.53,,28600.00
1991-06-23,26276.52,45223.99,,27500.00
1991-06-24,25671.23,42029.35,,26500.00
1991-06-25,24859.83,41018.43,,25600.00
1991-06-26,24896.74,40091.95,,25700.00
1991-06-27,24522.23,39223.91,,25200.00
1991-06-28,24444.97,38746.46,,25200.00
1991-06-29,23587.88,37142.24,,25800.00
1991-06-30,25347.92,45697.82,,26300.00
1991-07-01,26923.96,46060.69,,31700.00
1991-07-02,25268.01,40656.95,,30500.00
1991-07-03,24835.50,40099.08,,29200.00
1991-07-04,26191.51,41924.86,,27000.00
1991-07-05,25502.25,40461.11,,29800.00
1991-07-06,23792.58,37214.57,,29100.00
1991-07-07,21133.17,32180.52,,25100.00
1991-07-08,18686.68,28407.08,,23800.00
1991-07-09,17321.10,26786.50,,21100.00
1991-07-10,16564.04,25508.26,,21000.00
1991-07-11,16107.18,24388.23,,19400.00
1991-07-12,14824.85,22287.94,,18000.00
1991-07-13,14756.33,22211.12,,15300.00
1991-07-14,14339.94,20637.42,,14900.00
1991-07-15,13659.28,21164.59,,17100.00
1991-07-16,13189.54,19314.74,,16200.00
1991-07-17,12435.03,17979.97,,17500.00
1991-07-18,12276.94,17759.97,,17400.00
1991-07-19,11194.61,16160.02,,16400.00
1991-07-20,10822.64,15119.74,,11400.00
1991-07-21,9582.61,13579.76,,10100.00
1991-07-22,8494.10,12440.07,,13400.00
1991-07-23,8754.70,12620.24,,16100.00
1991-07-24,8532.92,12460.14,,14500.00
1991-07-25,8347.02,12060.10,,13500.00
1991-07-26,8478.54,11500.00,,11500.00
1991-07-27,8322.64,11349.83,,8830.00
1991-07-28,7560.70,10509.83,,7990.00
1991-07-29,6808.46,9760.02,,10000.00
1991-07-30,6993.68,9460.02,,9820.00
1991-07-31,6717.32,9300.02,,9540.00
1991-08-01,6609.13,9949.98,,9590.00
1991-08-02,6719.97,9589.98,,9230.00
1991-08-03,6602.11,8819.88,,7020.00
1991-08-04,5907.76,8359.86,,6320.00
1991-08-05,5436.73,7420.07,,8380.00
1991-08-06,5277.52,7630.06,,8470.00
1991-08-07,5375.85,7900.17,,10300.00
1991-08-08,5249.37,7130.05,,7850.00
1991-08-09,4960.86,7220.12,,9020.00
1991-08-10,5365.08,6620.04,,7220.00
1991-08-11,5326.94,7029.91,,5710.00
1991-08-12,4813.37,6670.10,,8110.00
1991-08-13,4809.60,6660.02,,6900.00
1991-08-14,4587.75,5829.94,,4990.00
1991-08-15,4357.34,5829.93,,4750.00
1991-08-16,4110.54,5629.96,,5030.00
1991-08-17,3741.72,5130.02,,5370.00
1991-08-18,4086.13,5419.93,,4460.00
1991-08-19,3760.76,5080.07,,6040.00
1991-08-20,3009.01,4120.16,,6400.00
1991-08-21,4338.55,5539.95,,4820.00
1991-08-22,3569.42,4909.98,,4550.00
1991-08-23,3500.36,4459.98,,4220.00
1991-08-24,3404.50,4599.94,,3760.00
1991-08-25,3270.45,4309.96,,3710.00
1991-08-26,2373.31,3790.29,,7990.00
1991-08-27,2954.88,4637.55,,10500.00
1991-08-28,2893.74,4105.67,,10800.00
1991-08-29,2854.06,4185.31,,10500.00
1991-08-30,2703.17,4022.75,,9740.00
1991-08-31,3516.93,4373.56,,4850.00
1991-09-01,2764.67,3730.00,,3730.00
1991-09-02,2711.77,3157.10,,3750.00
1991-09-03,1863.92,2826.81,,7810.00
1991-09-04,2400.14,3738.48,,9670.00
1991-09-05,2352.00,3501.29,,10000.00
1991-09-06,2296.91,3452.91,,10300.00
1991-09-07,2261.43,3243.68,,10300.00
1991-09-08,2292.95,3947.23,,8880.00
1991-09-09,2556.31,3727.80,,8410.00
1991-09-10,2237.03,3083.14,,7180.00
1991-09-11,1853.05,3179.50,,8080.00
1991-09-12,2038.16,3189.11,,9830.00
1991-09-13,2009.87,3394.73,,9780.00
1991-09-14,2117.65,3536.33,,11300.00
1991-09-15,2157.16,3252.64,,11100.00
1991-09-16,2072.71,3061.39,,11000.00
1991-09-17,1988.51,3882.79,,10200.00
1991-09-18,1668.44,2495.85,,10500.00
1991-09-19,1935.82,3336.28,,12800.00
1991-09-20,1964.03,2637.70,,13200.00
1991-09-21,1922.39,3114.30,,10700.00
1991-09-22,1945.54,2824.24,,13200.00
1991-09-23,1920.75,3430.76,,13200.00
1991-09-24,1994.13,3388.32,,12000.00
1991-09-25,1752.99,2550.32,,10800.00
1991-09-26,1712.01,2907.77,,10800.00
1991-09-27,1689.32,3046.92,,10800.00
1991-09-28,1671.01,2424.10,,10700.00
1991-09-29,1659.61,2669.12,,10700.00
1991-09-30,1651.18,3059.15,,10300.00
1991-10-01,1473.76,2034.15,,12300.00
1991-10-02,1659.25,1945.94,,12600.00
1991-10-03,1655.18,2337.33,,12400.00
1991-10-04,1565.85,2542.38,,10300.00
1991-10-05,1610.50,2123.77,,10500.00
1991-10-06,1603.58,2235.16,,12500.00
1991-10-07,1526.58,2178.19,,12500.00
1991-10-08,1526.87,2338.34,,12400.00
1991-10-09,1469.67,2171.13,,12500.00
1991-10-10,1535.17,2229.77,,12300.00
1991-10-11,1477.29,2169.44,,12400.00
1991-10-12,1449.81,1864.47,,10700.00
1991-10-13,1438.93,2087.52,,9950.00
1991-10-14,1414.26,2247.97,,10600.00
1991-10-15,1556.44,2191.01,,8360.00
1991-10-16,1336.93,2359.35,,9940.00
1991-10-17,1627.61,1687.75,,9340.00
1991-10-18,1362.06,1580.53,,7990.00
1991-10-19,1776.81,2157.31,,5810.00
1991-10-20,1308.45,2223.80,,6180.00
1991-10-21,1434.99,2387.81,,4710.00
1991-10-22,1460.77,1769.47,,3890.00
1991-10-23,1474.49,2173.31,,3890.00
1991-10-24,1460.54,2577.65,,3890.00
1991-10-25,1503.19,2425.48,,3940.00
1991-10-26,1480.69,2408.51,,3920.00
1991-10-27,1436.12,1438.07,,3850.00
1991-10-28,1348.37,1871.22,,3780.00
1991-10-29,1082.55,1709.23,,3920.00
